id,commodity,condition,model,log_loss,AUC,WAIC,roc_auc,k
SD,money,C,Exponential,0.3734853117633506,0.9531876265576482,29.895477936443484,0.89833984375,0.0032221887580942466
DG,music,C,Exponential,0.42309343271980626,0.6658299240936434,34.10108562856404,0.897955688854489,0.02923842716426824
DN,food,F,Exponential,0.16959753891529988,0.9944694160133909,15.403415210251946,0.9429810606060607,0.0003700713370389424
SG,food,F,Exponential,,0.9982364702672284,1.7116936492162156,,0.00011770707646201416
JB,music,F,Exponential,0.1677398052077804,0.02726193343350409,14.868474033560918,0.9826635551948054,1.2232571719849092
VS,money,F,Exponential,0.3751597330806367,0.3497534597242757,30.216793094806004,0.9222759287925697,0.08863208763890501
CC,food,F,Exponential,0.9307118045017939,0.04101408071154767,67.90157719433545,0.39143928571428577,0.8128907661741884
CL,food,F,Exponential,0.4985497577864896,0.5753906454501136,39.255876262887696,0.8470344427244583,0.040997325513916466
SA,money,C,Exponential,0.43252979261334373,0.14635936512757547,33.78854614647028,0.8854146825396829,0.22750611034729412
GW,money,F,Exponential,0.5012544737049667,0.7447672268692795,39.16756594581972,0.846072265625,0.02071491703366887
RD,music,C,Exponential,0.6425919229999946,0.9270035564133705,50.077305113359515,0.6772235243055557,0.0051186817119715155
JSL,music,C,Exponential,0.37265333553445945,0.6083390233842955,31.4301458724417,0.9166253906250003,0.03641823951271222
JDA,music,C,Exponential,0.37167208221476167,0.8010097007879851,28.606313542961168,0.9160383403361343,0.015382673087608783
