id,commodity,condition,model,log_loss,AUC,WAIC,roc_auc,logk,s
PF,money,F,Hyperboloid,0.32493048342830105,0.9075158730107805,26.38220769831634,0.9284991319444446,-5.401957050391646,1.5225313915903358
CC,music,C,Hyperboloid,0.24741299640307945,0.4638474080453296,20.926199482730116,0.9628204089506173,-3.2404254935204917,1.974766884258986
SA,food,F,Hyperboloid,0.8635984277888391,0.28141650792374323,64.28209629974934,0.17244156346749223,-1.6055406797974816,1.1468546238442299
LD,food,C,Hyperboloid,0.3017803140867451,0.9293377231194146,24.90765495978985,0.9472650162337664,-5.743414348942934,1.5921114320328533
AD,food,F,Hyperboloid,0.44771222022264134,0.07541132751635715,34.46005358210831,0.8585765050167222,-0.7137711367400711,1.8038824256705517
SP,food,C,Hyperboloid,0.6529628477434835,0.8389894509096728,49.65747933785817,0.5592190909090909,-3.813921430661786,0.6540941953776744
DN,food,C,Hyperboloid,0.23551504765050213,0.9881070773831484,18.66399534361704,0.8174981060606062,-5.789662962739831,0.2691234951098132
AF,money,F,Hyperboloid,0.3347450095970228,0.004504957101977364,27.646431568657576,0.9171805555555557,2.6676354813029994,1.513876586195824
NG,money,C,Hyperboloid,0.20936530669694042,0.9754312969676611,17.549571697693754,0.970415865384615,-6.221414548470725,0.8547618410657875
DCRD,food,F,Hyperboloid,,0.0010741857360652568,2.1749275832674018,,4.482711883361482,2.0953155089788496
SE,music,C,Hyperboloid,0.5515248287079526,0.865114258354478,42.912239695926566,0.6284439655172414,-3.2924298082118004,0.35100476467898034
RD,food,C,Hyperboloid,0.6411134571327022,0.33576367012261965,49.05757290646879,0.7456240909090909,-2.0138644713494065,1.2312557827890145
JD,food,F,Hyperboloid,0.19198448457657363,0.009824591111551314,16.536163828655226,0.9785063636363638,1.5177091289909173,1.7290677247576114
DCRD,money,F,Hyperboloid,0.2170740366462752,0.9580263922632324,18.48868416511636,0.962712890625,-4.788637124341209,0.3734438056287099
GW,music,F,Hyperboloid,0.4454066172345458,0.831705218862368,35.41894983474093,0.8767092013888889,-3.758206582439171,0.6558723875984618
RR,food,C,Hyperboloid,0.4303644595300348,0.2413537773873486,33.5881001679355,0.8865304687499999,-1.6572539010439986,1.3584438505733871
LG,music,C,Hyperboloid,0.3513556341098797,0.5707366403222662,27.687563721051,0.9270503095975232,-3.2024585591410157,1.3485233467437905
ZZ,food,C,Hyperboloid,0.3901229726787435,0.11707071001053432,31.167948181325755,0.8932054545454546,-0.3386185128623671,1.1447483957824476
PF,music,C,Hyperboloid,0.40182223996956645,0.7947555927497312,32.53414358852351,0.901913961038961,-3.6117150752235823,0.7285649731772166
ND,music,F,Hyperboloid,0.3644658463836844,0.47197362281147026,29.77272917049782,0.9254330495356037,-2.882446542686088,1.4591058322397417
CF,money,F,Hyperboloid,0.3497050543991521,0.37623313682499515,27.985062847455083,0.9282496130030958,-2.0751673090719707,1.1265516295559443
AK,food,F,Hyperboloid,0.8519113675796575,0.2686009332040716,63.50908400346251,0.298123046875,-1.5915370713075707,1.1877497911886903
CV,money,C,Hyperboloid,0.12427752205268996,0.9943115468644506,10.491233075551174,0.9485238970588238,-6.213521104583457,0.19389693939245609
MK,money,C,Hyperboloid,0.3221224828269007,0.951780545662605,26.91017621670571,0.9177952272727273,-4.99065987393324,0.520416046298357
ZZ,music,F,Hyperboloid,0.45192588539281847,0.10975195350010354,35.4934734875836,0.8696538149350649,-0.48347509954883156,1.274837593274307
FD,food,C,Hyperboloid,0.35526422360203425,0.022519557342051792,28.979918854440893,0.9040385802469134,1.2582267794540984,1.3320521257217175
