A	B	DA	DB	R	ID	PA	PB
4	20	0	14	1	227	1	1
9	20	0	30	1	227	1	1
14	20	0	90	1	227	1	1
14	20	0	180	0	227	1	1
15	20	0	180	0	227	1	1
4	20	0	21	1	227	1	1
4	20	0	30	1	227	1	1
9	20	0	90	1	227	1	1
10	20	0	90	1	227	1	1
12	20	0	180	0	227	1	1
8	20	0	90	1	227	1	1
5	20	0	60	1	227	1	1
7	20	0	90	1	227	1	1
9	20	0	180	0	227	1	1
11	20	0	90	1	227	1	1
10	20	0	180	0	227	1	1
6	20	0	90	1	227	1	1
5	20	0	90	1	227	1	1
7	20	0	180	0	227	1	1
12	20	0	90	1	227	1	1
13	20	0	90	0	227	1	1
9	20	0	60	1	228	1	1
9	20	0	180	1	228	1	1
10	20	0	365	1	228	1	1
13	20	0	365	0	228	1	1
1	20	0	90	1	228	1	1
2	20	0	90	1	228	1	1
1	20	0	180	1	228	1	1
2	20	0	180	1	228	1	1
14	20	0	365	0	228	1	1
11	20	0	180	0	228	1	1
1	20	0	60	1	228	1	1
2	20	0	60	1	228	1	1
9	20	0	365	1	228	1	1
11	20	0	365	0	228	1	1
17	20	0	365	0	228	1	1
3	20	0	90	1	228	1	1
8	20	0	365	0	228	1	1
3	20	0	60	1	228	1	1
1	20	0	90	1	228	1	1
9	20	0	180	1	228	1	1
7	20	0	180	1	228	1	1
5	20	0	180	1	228	1	1
9	20	0	0.0416666666666667	1	228	1	1
7	20	0	365	0	228	1	1
11	20	0	180	1	228	1	1
10	20	0	365	0	228	1	1
8	20	0	180	1	228	1	1
10	20	0	180	1	228	1	1
9	20	0	365	1	228	1	1
11	20	0	365	0	228	1	1
12	20	0	365	0	228	1	1
9	20	0	180	1	228	1	1
8	20	0	365	0	228	1	1
7	20	0	180	1	228	1	1
12	20	0	180	1	228	1	1
13	20	0	180	1	228	1	1
5	10	0	60	0	229	1	1
5	10	0	14	0	229	1	1
5	10	0	6	1	229	1	1
2	10	0	60	0	229	1	1
8	10	0	30	0	229	1	1
6	10	0	30	0	229	1	1
5	10	0	2	1	229	1	1
4	10	0	60	0	229	1	1
4	10	0	90	0	229	1	1
5	10	0	3	0	229	1	1
9	10	0	30	0	229	1	1
9	10	0	21	0	229	1	1
6	10	0	1	1	229	1	1
5	10	0	7	1	229	1	1
4	10	0	3	1	229	1	1
4	10	0	4	1	229	1	1
6	10	0	7	0	229	1	1
6	10	0	6	1	229	1	1
5	10	0	2	1	229	1	1
6	10	0	14	1	229	1	1
9	10	0	60	0	229	1	1
9	10	0	90	0	229	1	1
5	10	0	6	0	229	1	1
9	10	0	30	1	229	1	1
9	10	0	180	0	229	1	1
9	10	0	365	0	229	1	1
1	10	0	1	0	229	1	1
8	10	0	90	0	229	1	1
1	10	0	0.25	0	229	1	1
9	10	0	21	0	229	1	1
8	10	0	60	0	229	1	1
1	10	0	0.208333333333333	0	229	1	1
9	10	0	60	0	229	1	1
9	10	0	90	0	229	1	1
1	10	0	2	1	229	1	1
2	10	0	1	0	229	1	1
5	10	0	60	0	230	1	1
5	10	0	14	0	230	1	1
5	10	0	6	1	230	1	1
2	10	0	60	1	230	1	1
4	10	0	90	0	230	1	1
6	10	0	60	0	230	1	1
5	10	0	90	0	230	1	1
5	10	0	3	0	230	1	1
9	10	0	30	0	230	1	1
9	10	0	21	0	230	1	1
9	10	0	60	0	230	1	1
6	10	0	2	0	230	1	1
9	10	0	14	0	230	1	1
9	10	0	7	0	230	1	1
9	10	0	6	0	230	1	1
6	10	0	1	0	230	1	1
9	10	0	2	0	230	1	1
6	10	0	0.25	0	230	1	1
9	10	0	1	0	230	1	1
6	10	0	0.208333333333333	1	230	1	1
7	10	0	0.25	0	230	1	1
5	10	0	0.25	0	230	1	1
6	10	0	0.125	1	230	1	1
8	10	0	1	0	230	1	1
5	10	0	0.208333333333333	1	230	1	1
7	10	0	0.208333333333333	0	230	1	1
4	10	0	0.25	0	230	1	1
5	10	0	0.125	0	230	1	1
4	10	0	0.125	0	230	1	1
5	10	0	0.0833333333333333	1	230	1	1
4	10	0	0.0833333333333333	1	230	1	1
6	10	0	0.208333333333333	1	230	1	1
8	10	0	0.25	1	230	1	1
9	10	0	1	1	230	1	1
9	10	0	2	0	230	1	1
8	10	0	1	1	230	1	1
9	20	0	60	1	231	1	1
9	20	0	180	0	231	1	1
11	20	0	60	0	231	1	1
14	20	0	21	1	231	1	1
2	20	0	14	1	231	1	1
3	20	0	21	1	231	1	1
8	20	0	180	0	231	1	1
13	20	0	14	0	231	1	1
1	20	0	7	1	231	1	1
1	20	0	6	1	231	1	1
2	20	0	7	1	231	1	1
17	20	0	180	0	231	1	1
8	20	0	30	1	231	1	1
1	20	0	14	1	231	1	1
14	20	0	180	0	231	1	1
10	20	0	30	1	231	1	1
6	20	0	30	1	231	1	1
9	20	0	60	1	231	1	1
10	20	0	90	1	231	1	1
12	20	0	180	1	231	1	1
13	20	0	365	1	231	1	1
14	20	0	365	1	231	1	1
11	20	0	365	1	231	1	1
7	20	0	365	1	231	1	1
8	20	0	365	0	231	1	1
10	20	0	365	0	231	1	1
15	20	0	365	0	231	1	1
16	20	0	365	0	231	1	1
1	20	0	90	1	231	1	1
2	20	0	90	1	231	1	1
12	20	0	365	0	231	1	1
1	20	0	60	1	231	1	1
1	20	0	180	0	231	1	1
1	20	0	30	1	231	1	1
14	20	0	365	0	231	1	1
3	20	0	90	1	231	1	1
9	20	0	60	1	232	1	1
9	20	0	180	0	232	1	1
11	20	0	60	1	232	1	1
7	20	0	180	1	232	1	1
1	20	0	30	1	232	1	1
8	20	0	365	0	232	1	1
7	20	0	30	0	232	1	1
1	20	0	21	1	232	1	1
1	20	0	14	1	232	1	1
2	20	0	30	1	232	1	1
2	20	0	21	1	232	1	1
3	20	0	30	1	232	1	1
12	20	0	365	1	232	1	1
1	20	0	60	1	232	1	1
10	20	0	365	1	232	1	1
1	20	0	365	0	232	1	1
1	20	0	90	1	232	1	1
1	20	0	180	0	232	1	1
1	20	0	30	1	232	1	1
1	20	0	21	1	232	1	1
13	20	0	365	0	232	1	1
16	20	0	365	0	232	1	1
1	20	0	14	1	232	1	1
1	20	0	7	1	232	1	1
15	20	0	365	0	232	1	1
14	20	0	180	0	232	1	1
1	20	0	6	1	232	1	1
1	20	0	5	1	232	1	1
7	20	0	90	0	232	1	1
12	20	0	90	1	232	1	1
12	20	0	180	0	232	1	1
9	20	0	90	0	232	1	1
11	20	0	90	0	232	1	1
8	20	0	60	1	232	1	1
13	20	0	90	1	232	1	1
14	20	0	90	0	232	1	1
9	20	0	60	0	233	1	1
10	20	0	21	0	233	1	1
11	20	0	7	1	233	1	1
7	20	0	30	0	233	1	1
17	20	0	30	0	233	1	1
12	20	0	3	0	233	1	1
19	20	0	21	0	233	1	1
19	20	0	14	0	233	1	1
13	20	0	3	0	233	1	1
19	20	0	7	0	233	1	1
11	20	0	1	1	233	1	1
18	20	0	14	1	233	1	1
19	20	0	30	1	233	1	1
18	20	0	21	1	233	1	1
15	20	0	21	1	233	1	1
1	20	0	14	1	233	1	1
1	20	0	21	1	233	1	1
2	20	0	14	1	233	1	1
1	20	0	30	1	233	1	1
2	20	0	21	1	233	1	1
1	20	0	7	1	233	1	1
1	20	0	6	1	233	1	1
11	20	0	180	1	233	1	1
1	20	0	90	1	233	1	1
1	20	0	180	1	233	1	1
2	20	0	180	1	233	1	1
2	20	0	365	1	233	1	1
1	20	0	365	0	233	1	1
3	20	0	180	1	233	1	1
5	20	0	365	0	233	1	1
11	20	0	365	1	233	1	1
1	20	0	60	1	233	1	1
3	20	0	365	1	233	1	1
4	20	0	365	1	233	1	1
6	20	0	365	1	233	1	1
7	20	0	365	0	233	1	1
9	20	0	60	1	234	1	1
9	20	0	180	1	234	1	1
10	20	0	365	0	234	1	1
13	20	0	90	0	234	1	1
3	20	0	30	1	234	1	1
1	20	0	30	0	234	1	1
4	20	0	30	1	234	1	1
1	20	0	21	1	234	1	1
2	20	0	30	1	234	1	1
2	20	0	21	1	234	1	1
1	20	0	60	0	234	1	1
1	20	0	14	1	234	1	1
2	20	0	14	1	234	1	1
10	20	0	90	1	234	1	1
2	20	0	60	1	234	1	1
1	20	0	90	0	234	1	1
1	20	0	7	1	234	1	1
1	20	0	30	1	234	1	1
12	20	0	180	1	234	1	1
1	20	0	180	0	234	1	1
1	20	0	21	1	234	1	1
13	20	0	365	0	234	1	1
1	20	0	6	1	234	1	1
16	20	0	180	0	234	1	1
19	20	0	180	1	234	1	1
1	20	0	60	0	234	1	1
1	20	0	14	1	234	1	1
1	20	0	5	1	234	1	1
17	20	0	365	0	234	1	1
18	20	0	180	0	234	1	1
17	20	0	180	0	234	1	1
1	20	0	4	1	234	1	1
1	20	0	3	1	234	1	1
1	20	0	2	1	234	1	1
14	20	0	90	1	234	1	1
14	20	0	180	0	234	1	1
5	10	0	60	0	235	1	1
5	10	0	14	0	235	1	1
5	10	0	6	0	235	1	1
4	10	0	5	1	235	1	1
9	10	0	30	0	235	1	1
7	10	0	21	0	235	1	1
5	10	0	21	0	235	1	1
5	10	0	1	1	235	1	1
5	10	0	30	0	235	1	1
6	10	0	14	0	235	1	1
5	10	0	3	1	235	1	1
5	10	0	5	0	235	1	1
4	10	0	2	1	235	1	1
5	10	0	4	1	235	1	1
5	10	0	14	0	235	1	1
5	10	0	6	0	235	1	1
4	10	0	6	1	235	1	1
4	10	0	7	0	235	1	1
4	10	0	3	1	235	1	1
6	10	0	3	0	235	1	1
4	10	0	5	0	235	1	1
5	10	0	2	1	235	1	1
5	10	0	3	0	235	1	1
3	10	0	4	1	235	1	1
4	10	0	4	1	235	1	1
5	10	0	4	0	235	1	1
5	10	0	5	1	235	1	1
6	10	0	4	0	235	1	1
3	10	0	5	0	235	1	1
3	10	0	3	1	235	1	1
4	10	0	3	1	235	1	1
6	10	0	3	1	235	1	1
6	10	0	5	1	235	1	1
6	10	0	6	0	235	1	1
5	10	0	6	0	235	1	1
5	10	0	3	1	235	1	1
5	10	0	60	0	236	1	1
5	10	0	14	0	236	1	1
5	10	0	6	0	236	1	1
4	10	0	5	0	236	1	1
9	10	0	7	0	236	1	1
5	10	0	1	0	236	1	1
6	10	0	2	0	236	1	1
3	10	0	1	1	236	1	1
5	10	0	4	0	236	1	1
5	10	0	3	0	236	1	1
4	10	0	1	1	236	1	1
5	10	0	5	0	236	1	1
6	10	0	1	1	236	1	1
5	10	0	7	0	236	1	1
4	10	0	14	0	236	1	1
4	10	0	2	0	236	1	1
2	10	0	1	1	236	1	1
5	10	0	1	1	236	1	1
5	10	0	2	0	236	1	1
3	10	0	2	1	236	1	1
7	10	0	1	0	236	1	1
4	10	0	3	0	236	1	1
3	10	0	3	0	236	1	1
4	10	0	1	1	236	1	1
6	10	0	1	0	236	1	1
6	10	0	2	0	236	1	1
2	10	0	3	0	236	1	1
4	10	0	2	0	236	1	1
3	10	0	1	0	236	1	1
2	10	0	1	0	236	1	1
1	10	0	1	1	236	1	1
5	10	0	1	0	236	1	1
1	10	0	2	0	236	1	1
2	10	0	2	0	236	1	1
3	10	0	2	0	236	1	1
4	10	0	1	1	236	1	1
9	20	0	60	0	237	1	1
10	20	0	21	0	237	1	1
11	20	0	7	1	237	1	1
7	20	0	30	1	237	1	1
10	20	0	60	0	237	1	1
13	20	0	60	0	237	1	1
12	20	0	5	0	237	1	1
19	20	0	30	0	237	1	1
19	20	0	21	0	237	1	1
19	20	0	60	0	237	1	1
10	20	0	3	1	237	1	1
5	20	0	3	1	237	1	1
3	20	0	3	1	237	1	1
12	20	0	7	0	237	1	1
3	20	0	2	1	237	1	1
10	20	0	7	0	237	1	1
18	20	0	21	0	237	1	1
10	20	0	5	0	237	1	1
5	20	0	2	1	237	1	1
9	20	0	5	1	237	1	1
11	20	0	7	1	237	1	1
13	20	0	14	0	237	1	1
8	20	0	6	1	237	1	1
9	20	0	7	1	237	1	1
11	20	0	14	1	237	1	1
12	20	0	14	1	237	1	1
12	20	0	21	1	237	1	1
13	20	0	21	1	237	1	1
13	20	0	30	0	237	1	1
16	20	0	30	1	237	1	1
17	20	0	60	1	237	1	1
16	20	0	60	0	237	1	1
18	20	0	60	0	237	1	1
5	20	0	21	1	237	1	1
19	20	0	60	0	237	1	1
18	20	0	90	0	237	1	1
10	20	0	60	0	238	1	1
10	20	0	21	0	238	1	1
11	20	0	7	0	238	1	1
9	20	0	5	1	238	1	1
18	20	0	30	0	238	1	1
17	20	0	21	0	238	1	1
12	20	0	2	1	238	1	1
8	20	0	21	0	238	1	1
7	20	0	30	1	238	1	1
19	20	0	60	0	238	1	1
19	20	0	30	0	238	1	1
19	20	0	21	1	238	1	1
19	20	0	90	0	238	1	1
18	20	0	60	0	238	1	1
18	20	0	90	0	238	1	1
4	20	0	3	1	238	1	1
3	20	0	3	1	238	1	1
9	20	0	14	1	238	1	1
1	20	0	5	1	238	1	1
10	20	0	14	1	238	1	1
2	20	0	7	1	238	1	1
11	20	0	21	1	238	1	1
17	20	0	60	0	238	1	1
5	20	0	14	1	238	1	1
10	20	0	30	1	238	1	1
9	20	0	30	1	238	1	1
11	20	0	30	1	238	1	1
10	20	0	60	0	238	1	1
7	20	0	30	1	238	1	1
9	20	0	60	1	238	1	1
11	20	0	60	1	238	1	1
12	20	0	60	1	238	1	1
12	20	0	90	0	238	1	1
8	20	0	60	1	238	1	1
13	20	0	90	0	238	1	1
7	20	0	60	1	238	1	1
9	20	0	60	1	239	1	1
9	20	0	180	0	239	1	1
11	20	0	60	1	239	1	1
7	20	0	180	0	239	1	1
2	20	0	21	1	239	1	1
3	20	0	21	1	239	1	1
5	20	0	21	1	239	1	1
7	20	0	365	0	239	1	1
13	20	0	21	0	239	1	1
1	20	0	14	1	239	1	1
1	20	0	7	1	239	1	1
1	20	0	6	1	239	1	1
2	20	0	14	1	239	1	1
15	20	0	180	0	239	1	1
9	20	0	60	0	239	1	1
15	20	0	90	0	239	1	1
9	20	0	30	1	239	1	1
3	20	0	14	1	239	1	1
8	20	0	60	1	239	1	1
10	20	0	60	1	239	1	1
10	20	0	90	0	239	1	1
7	20	0	30	1	239	1	1
6	20	0	30	1	239	1	1
7	20	0	60	1	239	1	1
11	20	0	60	1	239	1	1
11	20	0	90	0	239	1	1
9	20	0	90	0	239	1	1
9	20	0	60	1	239	1	1
6	20	0	60	1	239	1	1
12	20	0	60	1	239	1	1
12	20	0	90	0	239	1	1
13	20	0	60	0	239	1	1
10	20	0	60	1	239	1	1
8	20	0	90	0	239	1	1
10	20	0	90	0	239	1	1
8	20	0	60	1	239	1	1
10	20	0	60	0	240	1	1
10	20	0	21	0	240	1	1
11	20	0	7	1	240	1	1
7	20	0	30	0	240	1	1
18	20	0	60	0	240	1	1
12	20	0	3	1	240	1	1
8	20	0	60	0	240	1	1
13	20	0	3	1	240	1	1
7	20	0	60	0	240	1	1
12	20	0	4	1	240	1	1
9	20	0	14	0	240	1	1
8	20	0	30	0	240	1	1
12	20	0	7	0	240	1	1
11	20	0	4	1	240	1	1
11	20	0	7	0	240	1	1
10	20	0	5	1	240	1	1
12	20	0	6	0	240	1	1
10	20	0	7	0	240	1	1
10	20	0	4	1	240	1	1
11	20	0	6	0	240	1	1
9	20	0	7	0	240	1	1
9	20	0	5	1	240	1	1
9	20	0	6	0	240	1	1
8	20	0	4	1	240	1	1
8	20	0	5	1	240	1	1
12	20	0	7	0	240	1	1
11	20	0	7	0	240	1	1
10	20	0	6	0	240	1	1
11	20	0	5	1	240	1	1
10	20	0	5	1	240	1	1
10	20	0	7	0	240	1	1
11	20	0	6	0	240	1	1
9	20	0	7	0	240	1	1
12	20	0	4	1	240	1	1
9	20	0	6	0	240	1	1
9	20	0	5	1	240	1	1
5	10	0	60	1	241	1	1
4	10	0	365	0	241	1	1
6	10	0	60	1	241	1	1
6	10	0	90	1	241	1	1
1	10	0	30	1	241	1	1
1	10	0	60	1	241	1	1
5	10	0	30	1	241	1	1
6	10	0	365	0	241	1	1
6	10	0	21	1	241	1	1
7	10	0	365	1	241	1	1
1	10	0	21	1	241	1	1
1	10	0	90	1	241	1	1
5	10	0	365	0	241	1	1
8	10	0	365	0	241	1	1
8	10	0	180	1	241	1	1
1	10	0	14	1	241	1	1
1	10	0	30	1	241	1	1
1	10	0	60	1	241	1	1
4	10	0	365	0	241	1	1
6	10	0	365	0	241	1	1
9	10	0	365	1	241	1	1
1	10	0	7	1	241	1	1
1	10	0	21	1	241	1	1
1	10	0	6	1	241	1	1
5	10	0	365	0	241	1	1
7	10	0	365	0	241	1	1
6	10	0	180	1	241	1	1
1	10	0	90	1	241	1	1
1	10	0	30	1	241	1	1
3	10	0	365	0	241	1	1
1	10	0	180	1	241	1	1
4	10	0	365	0	241	1	1
5	10	0	180	1	241	1	1
1	10	0	60	1	241	1	1
6	10	0	365	0	241	1	1
4	10	0	180	1	241	1	1
5	10	0	60	0	242	1	1
5	10	0	14	0	242	1	1
5	10	0	6	0	242	1	1
4	10	0	5	0	242	1	1
9	10	0	7	0	242	1	1
5	10	0	1	1	242	1	1
6	10	0	7	0	242	1	1
4	10	0	21	0	242	1	1
6	10	0	6	0	242	1	1
5	10	0	2	0	242	1	1
6	10	0	0.25	1	242	1	1
4	10	0	2	0	242	1	1
5	10	0	5	0	242	1	1
4	10	0	1	0	242	1	1
5	10	0	0.25	0	242	1	1
9	10	0	6	0	242	1	1
9	10	0	5	0	242	1	1
5	10	0	0.208333333333333	0	242	1	1
9	10	0	2	0	242	1	1
5	10	0	0.125	0	242	1	1
9	10	0	0.25	0	242	1	1
5	10	0	0.0833333333333333	0	242	1	1
5	10	0	0.0416666666666667	1	242	1	1
6	10	0	0.125	0	242	1	1
6	10	0	0.0833333333333333	1	242	1	1
9	10	0	0.208333333333333	0	242	1	1
7	10	0	0.125	0	242	1	1
4	10	0	0.0833333333333333	1	242	1	1
7	10	0	0.0833333333333333	0	242	1	1
4	10	0	0.125	0	242	1	1
6	10	0	0.0416666666666667	0	242	1	1
4	10	0	0.0416666666666667	1	242	1	1
5	10	0	0.125	0	242	1	1
5	10	0	0.0833333333333333	1	242	1	1
5	10	0	0.0416666666666667	1	242	1	1
6	10	0	0.125	1	242	1	1
9	20	0	60	1	243	1	1
9	20	0	180	0	243	1	1
11	20	0	60	1	243	1	1
7	20	0	180	0	243	1	1
2	20	0	21	1	243	1	1
3	20	0	21	1	243	1	1
5	20	0	21	1	243	1	1
7	20	0	365	0	243	1	1
13	20	0	21	0	243	1	1
1	20	0	14	1	243	1	1
1	20	0	7	1	243	1	1
1	20	0	6	1	243	1	1
2	20	0	14	1	243	1	1
15	20	0	180	0	243	1	1
9	20	0	60	1	243	1	1
14	20	0	180	0	243	1	1
8	20	0	60	0	243	1	1
3	20	0	14	1	243	1	1
7	20	0	30	1	243	1	1
11	20	0	60	0	243	1	1
9	20	0	30	1	243	1	1
10	20	0	60	0	243	1	1
8	20	0	30	1	243	1	1
6	20	0	30	1	243	1	1
12	20	0	60	0	243	1	1
10	20	0	30	1	243	1	1
7	20	0	60	1	243	1	1
9	20	0	60	1	243	1	1
9	20	0	90	0	243	1	1
8	20	0	90	0	243	1	1
8	20	0	60	0	243	1	1
11	20	0	30	1	243	1	1
11	20	0	60	0	243	1	1
6	20	0	60	1	243	1	1
10	20	0	60	0	243	1	1
12	20	0	30	0	243	1	1
9	20	0	60	1	244	1	1
9	20	0	180	0	244	1	1
11	20	0	60	0	244	1	1
14	20	0	21	0	244	1	1
12	20	0	14	1	244	1	1
6	20	0	14	1	244	1	1
3	20	0	14	1	244	1	1
8	20	0	180	0	244	1	1
11	20	0	21	1	244	1	1
10	20	0	180	0	244	1	1
13	20	0	14	1	244	1	1
14	20	0	7	1	244	1	1
10	20	0	30	1	244	1	1
9	20	0	60	0	244	1	1
10	20	0	90	0	244	1	1
11	20	0	30	1	244	1	1
10	20	0	60	0	244	1	1
8	20	0	60	0	244	1	1
9	20	0	30	1	244	1	1
12	20	0	30	1	244	1	1
11	20	0	60	1	244	1	1
13	20	0	90	0	244	1	1
12	20	0	90	0	244	1	1
12	20	0	60	0	244	1	1
10	20	0	30	1	244	1	1
9	20	0	60	0	244	1	1
8	20	0	30	1	244	1	1
5	20	0	60	1	244	1	1
6	20	0	60	1	244	1	1
8	20	0	60	1	244	1	1
10	20	0	60	0	244	1	1
12	20	0	30	0	244	1	1
11	20	0	30	1	244	1	1
7	20	0	60	1	244	1	1
13	20	0	30	0	244	1	1
7	20	0	90	0	244	1	1
9	20	0	60	0	245	1	1
10	20	0	21	0	245	1	1
11	20	0	7	0	245	1	1
9	20	0	5	0	245	1	1
12	20	0	1	1	245	1	1
17	20	0	14	0	245	1	1
15	20	0	14	0	245	1	1
11	20	0	2	1	245	1	1
7	20	0	14	1	245	1	1
19	20	0	30	0	245	1	1
19	20	0	21	0	245	1	1
18	20	0	30	0	245	1	1
19	20	0	14	0	245	1	1
11	20	0	4	1	245	1	1
5	20	0	2	1	245	1	1
10	20	0	5	0	245	1	1
3	20	0	2	1	245	1	1
11	20	0	5	1	245	1	1
2	20	0	2	1	245	1	1
11	20	0	7	0	245	1	1
9	20	0	5	0	245	1	1
7	20	0	3	1	245	1	1
12	20	0	6	0	245	1	1
10	20	0	4	1	245	1	1
9	20	0	4	1	245	1	1
11	20	0	6	0	245	1	1
8	20	0	5	1	245	1	1
12	20	0	5	0	245	1	1
10	20	0	5	1	245	1	1
10	20	0	7	0	245	1	1
8	20	0	6	0	245	1	1
8	20	0	4	1	245	1	1
11	20	0	5	0	245	1	1
7	20	0	5	1	245	1	1
9	20	0	5	1	245	1	1
10	20	0	6	0	245	1	1
9	20	0	60	0	246	1	1
10	20	0	21	0	246	1	1
11	20	0	7	1	246	1	1
7	20	0	30	0	246	1	1
17	20	0	30	0	246	1	1
12	20	0	3	1	246	1	1
7	20	0	60	0	246	1	1
13	20	0	3	1	246	1	1
6	20	0	90	0	246	1	1
12	20	0	4	1	246	1	1
9	20	0	14	1	246	1	1
10	20	0	14	1	246	1	1
10	20	0	30	0	246	1	1
11	20	0	14	0	246	1	1
11	20	0	7	1	246	1	1
8	20	0	21	0	246	1	1
8	20	0	14	1	246	1	1
13	20	0	7	0	246	1	1
7	20	0	21	0	246	1	1
10	20	0	21	0	246	1	1
11	20	0	6	1	246	1	1
12	20	0	7	0	246	1	1
10	20	0	7	1	246	1	1
9	20	0	14	1	246	1	1
10	20	0	14	1	246	1	1
11	20	0	14	1	246	1	1
12	20	0	14	1	246	1	1
11	20	0	21	1	246	1	1
5	20	0	14	1	246	1	1
13	20	0	21	0	246	1	1
14	20	0	21	0	246	1	1
12	20	0	21	0	246	1	1
13	20	0	14	0	246	1	1
8	20	0	14	1	246	1	1
9	20	0	21	0	246	1	1
9	20	0	14	1	246	1	1
5	10	0	60	1	247	1	1
4	10	0	365	0	247	1	1
6	10	0	60	0	247	1	1
7	10	0	21	0	247	1	1
5	10	0	14	1	247	1	1
4	10	0	14	1	247	1	1
3	10	0	14	0	247	1	1
1	10	0	14	0	247	1	1
9	10	0	30	1	247	1	1
1	10	0	21	0	247	1	1
6	10	0	30	1	247	1	1
1	10	0	30	0	247	1	1
8	10	0	30	1	247	1	1
2	10	0	21	0	247	1	1
2	10	0	30	0	247	1	1
9	10	0	21	1	247	1	1
2	10	0	14	1	247	1	1
1	10	0	60	0	247	1	1
3	10	0	21	0	247	1	1
7	10	0	30	0	247	1	1
9	10	0	30	1	247	1	1
1	10	0	21	0	247	1	1
8	10	0	21	1	247	1	1
1	10	0	30	0	247	1	1
1	10	0	14	0	247	1	1
8	10	0	30	0	247	1	1
9	10	0	14	1	247	1	1
9	10	0	21	1	247	1	1
2	10	0	21	0	247	1	1
2	10	0	14	0	247	1	1
7	10	0	21	1	247	1	1
2	10	0	30	0	247	1	1
9	10	0	30	1	247	1	1
1	10	0	21	0	247	1	1
1	10	0	7	0	247	1	1
8	10	0	21	1	247	1	1
5	10	0	60	1	248	1	1
4	10	0	365	1	248	1	1
6	10	0	365	1	248	1	1
8	10	0	365	1	248	1	1
1	10	0	365	0	248	1	1
1	10	0	90	0	248	1	1
1	10	0	60	1	248	1	1
1	10	0	30	1	248	1	1
1	10	0	180	1	248	1	1
1	10	0	21	0	248	1	1
2	10	0	60	1	248	1	1
2	10	0	90	1	248	1	1
1	10	0	14	0	248	1	1
2	10	0	30	1	248	1	1
2	10	0	21	0	248	1	1
2	10	0	180	0	248	1	1
3	10	0	60	1	248	1	1
1	10	0	90	1	248	1	1
1	10	0	60	0	248	1	1
1	10	0	30	0	248	1	1
1	10	0	180	0	248	1	1
1	10	0	21	0	248	1	1
2	10	0	60	0	248	1	1
3	10	0	30	1	248	1	1
1	10	0	14	0	248	1	1
2	10	0	30	0	248	1	1
8	10	0	30	1	248	1	1
2	10	0	21	1	248	1	1
2	10	0	14	0	248	1	1
1	10	0	90	0	248	1	1
1	10	0	60	0	248	1	1
9	10	0	30	1	248	1	1
1	10	0	30	0	248	1	1
1	10	0	21	0	248	1	1
9	10	0	21	1	248	1	1
3	10	0	30	0	248	1	1
9	20	0	60	0	249	1	1
10	20	0	21	0	249	1	1
11	20	0	7	0	249	1	1
9	20	0	5	1	249	1	1
17	20	0	30	0	249	1	1
16	20	0	21	0	249	1	1
12	20	0	2	1	249	1	1
8	20	0	21	0	249	1	1
14	20	0	1	1	249	1	1
10	20	0	7	0	249	1	1
11	20	0	2	1	249	1	1
10	20	0	6	0	249	1	1
10	20	0	5	0	249	1	1
13	20	0	1	1	249	1	1
10	20	0	4	1	249	1	1
11	20	0	4	1	249	1	1
11	20	0	7	0	249	1	1
9	20	0	6	0	249	1	1
10	20	0	3	1	249	1	1
9	20	0	7	0	249	1	1
9	20	0	5	0	249	1	1
9	20	0	4	0	249	1	1
9	20	0	3	1	249	1	1
8	20	0	4	0	249	1	1
7	20	0	3	1	249	1	1
8	20	0	3	1	249	1	1
12	20	0	5	0	249	1	1
10	20	0	4	0	249	1	1
7	20	0	4	0	249	1	1
9	20	0	2	1	249	1	1
6	20	0	4	0	249	1	1
6	20	0	3	1	249	1	1
8	20	0	2	1	249	1	1
10	20	0	3	0	249	1	1
10	20	0	2	0	249	1	1
7	20	0	2	1	249	1	1
9	20	0	60	1	250	1	1
9	20	0	180	0	250	1	1
11	20	0	60	0	250	1	1
14	20	0	21	0	250	1	1
12	20	0	14	0	250	1	1
19	20	0	21	0	250	1	1
19	20	0	14	0	250	1	1
13	20	0	4	1	250	1	1
19	20	0	60	0	250	1	1
8	20	0	4	0	250	1	1
18	20	0	14	0	250	1	1
19	20	0	7	0	250	1	1
12	20	0	3	1	250	1	1
5	20	0	2	1	250	1	1
4	20	0	2	1	250	1	1
5	20	0	3	1	250	1	1
10	20	0	7	0	250	1	1
19	20	0	30	0	250	1	1
3	20	0	2	1	250	1	1
10	20	0	6	0	250	1	1
9	20	0	4	0	250	1	1
9	20	0	3	0	250	1	1
10	20	0	2	1	250	1	1
19	20	0	7	0	250	1	1
10	20	0	3	0	250	1	1
7	20	0	2	1	250	1	1
11	20	0	3	0	250	1	1
12	20	0	3	0	250	1	1
11	20	0	2	1	250	1	1
13	20	0	3	0	250	1	1
8	20	0	2	1	250	1	1
11	20	0	4	0	250	1	1
12	20	0	2	0	250	1	1
9	20	0	2	0	250	1	1
6	20	0	2	1	250	1	1
10	20	0	2	1	250	1	1
9	20	0	60	0	251	1	1
10	20	0	21	0	251	1	1
11	20	0	7	0	251	1	1
9	20	0	5	0	251	1	1
12	20	0	1	0	251	1	1
18	20	0	4	0	251	1	1
13	20	0	0.25	1	251	1	1
9	20	0	3	1	251	1	1
19	20	0	14	1	251	1	1
19	20	0	21	0	251	1	1
19	20	0	30	0	251	1	1
18	20	0	14	0	251	1	1
18	20	0	21	0	251	1	1
19	20	0	7	0	251	1	1
